creationDate|deletionDate|explicitlyDeleted|id|locationIP|browserUsed|content|length|CreatorPersonId|LocationCountryId|ParentPostId|ParentCommentId
2012-10-27T04:35:53.298+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629582|27.112.88.106|Internet Explorer|no way!|7|24189255811109|1|343597385481|
2012-10-27T11:40:53.026+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629583|27.112.88.106|Internet Explorer|good|4|24189255811109|1||1099511629581
2012-10-27T17:50:47.076+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629584|203.215.63.48|Firefox|no|2|2199023255557|65||1099511629581
2012-10-14T20:19:02.499+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629585|91.191.192.127|Firefox|About Pope Pius IX, During his pontificate, he convened the FiAbout Desiderius Era|82|24189255811081|4||1099511629578
2012-12-05T14:49:14.027+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106322|27.98.220.136|Firefox|no|2|35184372088856|1||1099511629585
2012-10-14T22:36:40.560+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629587|203.215.63.48|Firefox|About Desiderius Erasmus, a Christian Knight, On Civility in ChilAbout Anhalt|77|2199023255557|65||1099511629585
2012-10-14T20:21:15.632+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629588|91.191.192.127|Firefox|maybe|5|24189255811081|4||1099511629585
2012-10-13T21:55:04.886+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629589|203.215.63.48|Firefox|thanks|6|2199023255557|65||1099511629578
2012-10-27T11:43:44.713+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629590|27.112.88.106|Internet Explorer|LOL|3|24189255811109|1||1099511629581
2012-12-05T16:14:24.571+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106327|27.98.220.136|Firefox|no|2|35184372088856|1||1099511629578
2012-10-27T02:28:22.227+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629592|27.112.88.106|Internet Explorer|duh|3|24189255811109|1||1099511629578
2012-10-14T12:37:12.127+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629593|91.191.192.127|Firefox|maybe|5|24189255811081|4|343597385481|
2012-10-15T04:47:23.882+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629594|91.191.192.127|Firefox|right|5|24189255811081|4||1099511629587
2012-10-14T22:38:39.130+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629595|203.215.63.48|Firefox|About Desiderius Erasmus, undations of the Abundant SAbout Hot Streets,  was a|78|2199023255557|65||1099511629587
2012-10-27T06:48:16.797+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629596|27.112.88.106|Internet Explorer|About Kevin Rudd, mmit was held. In response to About Desiderius Erasmus, self-adopted|87|24189255811109|1||1099511629595
2012-10-27T11:21:47.602+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629597|27.112.88.106|Internet Explorer|thanks|6|24189255811109|1||1099511629596
2012-07-13T15:18:33.543+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153099|186.64.7.5|Firefox|duh|3|26388279066658|61|481036339210|
2012-10-02T16:55:14.854+00:00|2012-10-02T16:55:24.855+00:00|true|1099511629836|31.24.100.159|Firefox|thanks|6|26388279066655|50|481036339210|
2011-11-20T14:21:27.500+00:00|2013-01-01T00:00:00.000+00:00|false|755914246157|192.190.31.253|Chrome|About David Cameron, rdshire constitAbout England, pact on the widAbout Spider-Man,  d|86|13194139533352|49|481036339210|
2012-07-13T16:06:21.857+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153102|186.64.7.5|Firefox|roflol|6|26388279066658|61||755914246157
2012-07-13T12:24:28.260+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153103|186.64.7.5|Firefox|cool|4|26388279066658|61||755914246157
2012-02-29T14:33:58.570+00:00|2013-01-01T00:00:00.000+00:00|false|824633722896|31.182.127.125|Internet Explorer|maybe|5|17592186044443|92|481036339210|
2011-03-27T03:11:59.958+00:00|2013-01-01T00:00:00.000+00:00|false|481036339217|196.29.42.107|Firefox|right|5|2199023255594|60|481036339210|
2012-10-02T17:31:26.576+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629842|31.24.100.159|Firefox|maybe|5|26388279066655|50|481036339210|
2012-02-28T14:54:32.878+00:00|2013-01-01T00:00:00.000+00:00|false|824633722899|31.182.127.125|Internet Explorer|I see|5|17592186044443|92||755914246157
2012-10-02T16:55:44.850+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629844|31.24.100.159|Firefox|maybe|5|26388279066655|50|481036339210|
2011-11-20T08:10:51.562+00:00|2013-01-01T00:00:00.000+00:00|false|755914246165|192.190.31.253|Chrome|About Nas, gogic nature. The InterAbout Live in Hyde Park, d by blues-rock guitariAbout U|89|13194139533352|49|481036339210|
2012-10-07T14:34:58.550+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629847|77.245.239.11|Firefox|cool|4|14|80|481036339222|
2012-10-07T13:49:38.655+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629848|77.245.239.11|Firefox|LOL|3|14|80|481036339222|
2012-02-17T23:18:59.173+00:00|2012-02-17T23:19:09.180+00:00|true|824633722905|186.64.7.5|Firefox|About Franz Kafka, e part of the EnglishAbout Friedrich Schiller, ently discussed issueAbout Alexander Pushkin,  Georges-Char|125|26388279066658|61|481036339222|
2012-02-18T02:17:23.793+00:00|2013-01-01T00:00:00.000+00:00|false|824633722906|186.64.7.5|Firefox|About Franz Kafka, ntemporary critiAbout Friedrich Schiller, o finish works hA|78|26388279066658|61|481036339222|
2012-10-06T19:28:45.638+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629851|77.245.239.11|Firefox|About Franz Kafka, rt of the Austro-HungarAbout Alexander Pushkin, in published his first|90|14|80|481036339222|
2012-11-23T22:09:26.316+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106588|193.104.227.215|Internet Explorer|About Franz Kafka, uthor of novels andAbout Henry V of England,  of the co|74|26388279066641|86||1099511629851
2012-11-24T18:18:12.234+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106589|193.104.227.215|Internet Explorer|I see|5|26388279066641|86||1168231106588
2012-11-24T04:09:41.043+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106590|193.104.227.215|Internet Explorer|About Franz Kafka, ranz Kafka (3 July 1About Bad to the Bone, a year before. L|78|26388279066641|86||1168231106588
2012-07-18T06:38:27.058+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153119|31.170.121.115|Internet Explorer|maybe|5|28587302322180|48||824633722906
2012-02-18T11:55:17.578+00:00|2013-01-01T00:00:00.000+00:00|false|824633722912|192.147.218.25|Firefox|no|2|26388279066658|49||824633722906
2012-11-13T22:07:07.212+00:00|2012-11-13T22:07:17.212+00:00|true|1168231106593|27.98.220.136|Firefox|About Franz Kafka,  become part ofAbout Alexander Pushkin, novel in verse,About Robert|86|35184372088856|1||824633722906
2012-11-24T04:11:44.489+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106594|77.245.239.11|Firefox|About Nicholas II of Russia, on of political opponents, and his pursuit ofAbout Second Spanish Republic, f the Second Spanish Republic|134|14|80||1168231106590
2012-10-07T03:59:56.304+00:00|2012-10-07T04:00:06.304+00:00|true|1099511629860|77.245.239.11|Firefox|ok|2|14|80|962072676387|
2012-08-25T19:45:57.819+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153125|31.209.179.5|Firefox|About Franz Kafka, v, regard Kafka as onAbout Napoleon,  resulting in the resAbout|83|28587302322204|101|962072676387|
2012-06-09T01:33:42.367+00:00|2013-01-01T00:00:00.000+00:00|false|962072676390|186.64.7.5|Firefox|fine|4|26388279066658|61|962072676387|
2012-08-25T20:12:50.749+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153127|31.170.121.115|Internet Explorer|yes|3|28587302322180|48||1030792153125
2012-11-24T21:14:03.163+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106600|193.104.227.215|Internet Explorer|About Igor Stravinsky, posers of the 20th century. Stravinsky'About Anne, Queen of Great Britain, re her Anglican religious views than thAbout Woodrow Wils|155|26388279066641|86|962072676387|
2012-11-25T08:00:01.258+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106601|77.245.239.11|Firefox|About Woodrow Wilson, d has been a contentioAbout Robert F. Kennedy, officially named a|87|14|80||1168231106600
2012-11-13T19:35:12.803+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106602|27.98.220.136|Firefox|roflol|6|35184372088856|1||1030792153125
2012-06-08T22:43:13.867+00:00|2013-01-01T00:00:00.000+00:00|false|962072676395|186.64.7.5|Internet Explorer|cool|4|26388279066658|61|962072676387|
2012-11-26T03:59:34.659+00:00|2012-11-26T03:59:45.892+00:00|true|1168231106604|77.245.239.11|Firefox|ok|2|14|80||1168231106601
2012-10-06T22:36:50.131+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629869|77.245.239.11|Firefox|yes|3|14|80|962072676387|
2012-11-25T00:04:21.220+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106606|46.186.79.8|Internet Explorer|good|4|26388279066641|92||1168231106600
2012-08-25T19:51:46.321+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153135|31.209.179.5|Firefox|cool|4|28587302322204|101||1030792153125
2012-08-25T19:52:01.940+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153136|186.64.7.5|Firefox|roflol|6|26388279066658|61||1030792153125
2012-11-25T21:45:39.920+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106609|202.92.17.210|Internet Explorer|ok|2|26388279066641|54||1168231106601
2012-11-25T12:20:15.125+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106610|27.98.220.136|Firefox|duh|3|35184372088856|1||1168231106601
2012-07-18T04:46:24.447+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153140|31.170.121.115|Internet Explorer|thx|3|28587302322180|48|481036339251|
2012-02-18T02:41:59.117+00:00|2013-01-01T00:00:00.000+00:00|false|824633722933|186.64.7.5|Firefox|ok|2|26388279066658|61|481036339251|
2012-02-18T17:13:42.630+00:00|2013-01-01T00:00:00.000+00:00|false|824633722934|186.64.7.5|Firefox|roflol|6|26388279066658|61|481036339251|
2012-07-18T15:42:14.757+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153143|31.170.121.115|Internet Explorer|About Franz Kafka, r Nabokov, regard KaAbout Simón Bolívar,  Venezuela in the s|79|28587302322180|48|481036339251|
2012-11-24T19:38:30.686+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106616|78.133.64.190|Internet Explorer|great|5|26388279066641|24|481036339251|
2012-07-18T23:08:38.806+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153145|31.170.121.115|Internet Explorer|I see|5|28587302322180|48|481036339251|
2012-07-18T15:57:47.194+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153146|202.56.176.14|Firefox|roflol|6|26388279066658|59||1030792153143
2012-07-18T23:07:53.512+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153147|186.64.7.5|Firefox|About Franz Kafka, ls and short storAbout Gaetano Donizetti, no Rossini, he waAbo|81|26388279066658|61||1030792153143
2012-11-24T00:55:41.768+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106620|193.104.227.215|Internet Explorer|roflol|6|26388279066641|86|481036339251|
2012-10-07T06:04:34.010+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629885|77.245.239.11|Firefox|About Gaetano Donizetti, Vincenzo Bellini About Igor Stravinsky, ared traits with A|83|14|80||1030792153147
2012-07-19T13:48:27.866+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153150|186.64.7.5|Firefox|cool|4|26388279066658|61||1030792153143
2012-11-13T18:30:12.360+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106623|27.98.220.136|Firefox|About Livy, n 753 BC througAbout Gaetano Donizetti, ncenzo Bellini About Simón Bolívar|86|35184372088856|1||1030792153147
2012-11-14T06:15:50.018+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106624|27.98.220.136|Firefox|yes|3|35184372088856|1||1030792153147
2012-11-13T22:36:39.009+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106625|77.245.239.11|Firefox|About Sarah McLachlan, nown as a highly vAbout Simón Bolívar, , he played a key About Por|89|14|80||1168231106623
2012-11-14T01:45:52.526+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106626|27.98.220.136|Firefox|About Queen Victoria, nd earning her the nickAbout Clint Eastwood, on company, Malpaso,|88|35184372088856|1||1099511629885
2012-11-13T15:50:06.547+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106628|27.98.220.136|Firefox|About Franz Kafka, z Kafka (3 July 1883 – About Marilyn Manson, kowitz, the group was oAbo|90|35184372088856|1|755914246211|
2012-07-18T22:58:37.460+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153157|31.170.121.115|Internet Explorer|duh|3|28587302322180|48|755914246211|
2012-11-13T16:09:10.065+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106630|31.209.179.5|Firefox|yes|3|28587302322204|101||1168231106628
2012-11-14T01:08:08.642+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106631|27.98.220.136|Firefox|thanks|6|35184372088856|1||1168231106628
2012-07-18T07:06:14.041+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153160|31.170.121.115|Internet Explorer|I see|5|28587302322180|48|755914246211|
2012-11-13T22:38:26.943+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106633|77.245.239.11|Firefox|yes|3|14|80||1168231106628
2012-11-13T16:26:56.064+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106634|77.245.239.11|Firefox|yes|3|14|80||1168231106628
2012-11-24T08:18:58.433+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106635|193.104.227.215|Internet Explorer|roflol|6|26388279066641|86||1168231106628
2012-11-14T12:17:12.413+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106636|27.98.220.136|Firefox|About Leander Paes,  being the first tAbout Rafael Nadal, ers, he became theAbout John Ke|89|35184372088856|1|755914246211|
2012-11-14T12:17:22.553+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106637|186.64.7.5|Firefox|About John Kerry, eded defeat in thAbout Lil Jon, 97, and the groupAbout The Imagine|84|26388279066658|61||1168231106636
2012-11-14T12:43:45.468+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106638|186.64.7.5|Firefox|cool|4|26388279066658|61||1168231106637
2012-08-26T01:31:27.457+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153167|31.209.179.5|Firefox|fine|4|28587302322204|101|755914246211|
2012-11-14T14:25:29.712+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106640|186.64.7.5|Firefox|About Elizabeth II, e, Andrew, and Edward. In About OK Computer, deliberate|75|26388279066658|61||1168231106636
2012-11-15T05:30:29.243+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106641|31.170.121.115|Internet Explorer|ok|2|28587302322180|48||1168231106640
2012-11-14T15:03:31.404+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106642|186.64.7.5|Firefox|great|5|26388279066658|61||1168231106636
2012-11-23T22:18:18.199+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106644|193.104.227.215|Internet Explorer|ok|2|26388279066641|86|687194769491|
2012-10-06T20:09:07.996+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629909|77.245.239.11|Chrome|About Muammar Gaddafi,  Egypt and TuAbout Miguel de Cervantes, is family in About To|84|14|80|687194769491|
2012-11-07T06:59:54.640+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629911|186.64.7.5|Firefox|About Jim Carrey, s Penguins (2011). About Martin Luther, l segregation and rAbout Virgil,  national epic of aAbout Britney Spears, igital artist of thAbout Howard S|165|26388279066658|61|893353199702|
2012-11-07T08:20:55.881+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629912|41.188.97.221|Internet Explorer|About David Foster, nd short About Martin Luther,  stoppingAbout H. P. Lovecraft, e in the|90|28587302322196|25||1099511629911
2012-11-07T08:44:53.942+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629913|41.188.97.221|Internet Explorer|no way!|7|28587302322196|25||1099511629911
2012-07-20T16:42:42.375+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153178|31.170.121.115|Internet Explorer|About Jim Carrey, d in Eternal Sunshine About Martin Luther, n the African-AmericanAbout Alexander Hamilton, ter also by a highly cAbout I Never Loved a Man the Way I Love|172|28587302322180|48|893353199702|
2012-10-06T17:42:32.656+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629916|197.220.203.36|Firefox|duh|3|19791209299987|110|618475292763|
2012-07-14T05:39:01.872+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153181|41.188.97.221|Internet Explorer|About Wolfgang Amadeus Mozart, 756 – 5 December 1About Humphrey Bogart, e ranked Bogart|87|28587302322196|25|618475292763|
2011-11-20T17:19:00.033+00:00|2013-01-01T00:00:00.000+00:00|false|755914246238|91.223.132.248|Internet Explorer|good|4|10995116277761|78|618475292763|
2012-05-26T22:14:52.680+00:00|2013-01-01T00:00:00.000+00:00|false|962072676447|193.104.227.215|Internet Explorer|About Wolfgang Amadeus Mozart, c, concertanAbout Barack Obama, oyment InsurAbout J|82|26388279066641|86|618475292763|
2012-05-14T05:13:17.114+00:00|2013-01-01T00:00:00.000+00:00|false|962072676449|31.24.5.249|Firefox|roflol|6|28587302322204|48|755914246240|
2012-11-20T05:06:24.196+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106658|41.74.150.41|Firefox|duh|3|35184372088850|97|755914246240|
2011-12-29T13:31:49.180+00:00|2013-01-01T00:00:00.000+00:00|false|755914246243|91.223.132.248|Internet Explorer|About Wolfgang Amadeus Mozart, n Salzburg. AlreAbout Paul Martin,  Forced b|75|10995116277761|78|755914246240|
2012-05-14T11:46:18.476+00:00|2013-01-01T00:00:00.000+00:00|false|962072676452|31.209.179.5|Firefox|no|2|28587302322204|101||755914246243
2012-05-14T04:52:10.351+00:00|2013-01-01T00:00:00.000+00:00|false|962072676454|31.209.179.5|Firefox|maybe|5|28587302322204|101|824633722981|
2012-07-20T18:13:59.684+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153191|31.170.121.115|Internet Explorer|yes|3|28587302322180|48|824633722981|
2012-11-19T06:25:48.033+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106664|41.74.150.41|Firefox|About Paul Simon, Art Garfunkel. Simon wrote mAbout Daisy Bell, g with the well-kn|82|35184372088850|97|824633722981|
2012-11-20T00:35:16.025+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106665|197.220.203.36|Firefox|About Scratch My Back, s, using only orchestraAbout Daisy Bell, Daisy, Daisy/Give me yoAb|89|19791209299987|110||1168231106664
2012-11-07T05:52:42.026+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629931|186.64.7.5|Firefox|roflol|6|26388279066658|61|481036339306|
2012-01-17T16:41:34.018+00:00|2013-01-01T00:00:00.000+00:00|false|824633722988|196.29.42.107|Firefox|About Ban Ki-moon, , where he helAbout Sanath Jayasuriya, ra District. HAbout Anne, Queen of Great Britain,|107|2199023255594|60|481036339306|
2012-11-06T23:26:28.996+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629933|186.64.7.5|Firefox|About Sanath Jayasuriya, nkan cricket About Uruguay, ing, because About Drop the World, 20|90|26388279066658|61|481036339306|
2012-11-07T13:40:37.125+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629934|186.64.7.5|Firefox|About Ban Ki-moon, , accepting hiAbout Sanath Jayasuriya, d as one of thAbout Anne, Queen of Great Britain, ose friendshipAbout Barack Obama, nting|147|26388279066658|61||824633722988
2012-07-21T11:44:49.978+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153199|31.170.121.115|Internet Explorer|About Sanath Jayasuriya,  more thanAbout Saint Patrick, al U.S. ciAbout John F. Ke|82|28587302322180|48|481036339306|
2012-10-06T14:01:40.030+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629936|197.220.203.36|Firefox|great|5|19791209299987|110||824633722988
2012-07-21T14:21:18.805+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153201|41.188.97.221|Internet Explorer|great|5|28587302322196|25||1030792153199
2012-11-19T07:28:47.857+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106674|41.74.150.41|Firefox|About Kate Bush, nger-songwriAbout Nazi Germany, e Nazi leadeAbout Animalize, become mor|88|35184372088850|97||1099511629933
2012-11-07T11:17:51.696+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629939|31.209.179.5|Firefox|thanks|6|28587302322204|101||1099511629933
2012-11-19T21:25:59.791+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106676|41.74.150.41|Firefox|About Albert Einstein, {1}}} (which About David Lloyd George, Prime MinisteAbout Urug|85|35184372088850|97||824633722988
2012-08-18T09:31:12.680+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153205|148.204.226.31|Chrome|right|5|32|53||824633722988
2012-07-21T11:45:39.009+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153206|31.170.121.115|Internet Explorer|About Images and Words, m and many About Estonia, people in EAbout Uruguay, rst by h|84|28587302322180|48||1030792153199
2012-10-06T04:37:38.193+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629943|197.220.203.36|Firefox|yes|3|19791209299987|110|481036339306|
2012-11-08T10:32:02.995+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629944|197.220.203.36|Firefox|I see|5|19791209299987|110||1099511629934
2012-07-20T14:59:22.227+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153210|31.170.121.115|Internet Explorer|no way!|7|28587302322180|48|687194769529|
2012-07-20T19:14:43.985+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153211|31.170.121.115|Internet Explorer|About Peter Hain, retary of State foAbout Arthur Conan Doyle, fiction stories, pAbout Jo|88|28587302322180|48|687194769529|
2012-08-18T05:03:09.623+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153212|148.204.226.31|Chrome|About John Cage,  the sounds of the enviAbout New France,  lands east of the MissAbout Gue|90|32|53|687194769529|
2012-07-21T12:06:40.419+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153213|31.209.179.5|Firefox|thx|3|28587302322204|101||1030792153211
2012-07-20T22:54:02.014+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153214|193.104.227.215|Internet Explorer|About Maurice Ravel, ries (including all mAbout Peter Hain, ager, and was a notedAbout Arthur Conan Doyle, es, generally co|123|26388279066641|86||1030792153211
2012-07-20T23:32:22.328+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153215|91.223.132.248|Internet Explorer|maybe|5|10995116277761|78||1030792153211
2012-07-21T11:02:19.294+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153216|31.209.179.5|Firefox|About Augusto Pinochet, nd investigations 1,About Etruscan civilization, trusci|79|28587302322204|101||1030792153211
2012-08-18T05:03:57.132+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153217|148.204.226.31|Chrome|yes|3|32|53||1030792153212
2012-11-06T23:36:58.715+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629954|186.64.7.5|Firefox|cool|4|26388279066658|61||1030792153212
2012-08-19T01:51:05.213+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153219|41.188.97.221|Internet Explorer|About Bosnia and Herzegovina, ountry the geography is mountaAbout Guernsey,  included (al|89|28587302322196|25||1030792153212
2012-08-18T08:08:54.718+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153220|41.188.97.221|Internet Explorer|duh|3|28587302322196|25||1030792153212
2012-10-06T11:01:47.234+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629957|197.220.203.36|Firefox|yes|3|19791209299987|110||1030792153216
2012-07-21T11:04:49.941+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153222|31.209.179.5|Firefox|cool|4|28587302322204|101||1030792153216
2012-11-07T00:11:56.949+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629959|186.64.7.5|Firefox|right|5|26388279066658|61|687194769529|
2012-08-18T10:31:35.256+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153225|148.204.226.31|Chrome|no|2|32|53|687194769544|
2012-11-19T22:24:57.817+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106698|41.74.150.41|Firefox|About John Kerry, mber 2, 2004. UltimatAbout Malaysia, efence Forces, MalaysAbout Alicia Keys, er number ten on theiAbout Hold Me, Thrill Me, Kiss Me, Kill Me,|160|35184372088850|97|687194769544|
2012-07-15T03:19:19.309+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153227|41.188.97.221|Internet Explorer|no way!|7|28587302322196|25|687194769544|
2012-10-06T03:40:53.694+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629964|197.220.203.36|Firefox|About Ovid, lso wellAbout Julie Andrews, ring theAbout Johnny Cash, many awa|76|19791209299987|110|687194769544|
2012-01-17T20:20:43.305+00:00|2013-01-01T00:00:00.000+00:00|false|824633723021|196.29.42.107|Firefox|About John Kerry, ne call to Bush at arAbout Alicia Keys,  albums worldwide andAbout Georges Bizet, , mainly of operas. IAbout Lay Your Hands on Me,  from New Jersey to cAbout Diam|180|2199023255594|60|687194769544|
2012-07-21T04:42:59.693+00:00|2012-07-21T04:43:09.693+00:00|true|1030792153230|31.170.121.115|Internet Explorer|right|5|28587302322180|48|687194769544|
2012-11-19T22:41:21.824+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106703|186.64.7.5|Firefox|cool|4|26388279066658|61||1168231106698
2012-08-18T11:53:26.258+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153232|148.204.226.31|Chrome|roflol|6|32|53||824633723021
2012-01-18T01:58:04.524+00:00|2013-01-01T00:00:00.000+00:00|false|824633723025|91.223.132.248|Internet Explorer|ok|2|10995116277761|78||824633723021
2012-07-14T09:45:09.469+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153234|41.188.97.221|Internet Explorer|LOL|3|28587302322196|25||824633723021
2012-07-21T08:13:31.704+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153235|31.170.121.115|Internet Explorer|great|5|28587302322180|48||824633723021
2011-11-20T20:53:11.922+00:00|2013-01-01T00:00:00.000+00:00|false|755914246292|91.223.132.248|Internet Explorer|About George Orwell, is work iAbout Ovid, C – AD 17About Peter Hain, er GeraldAb|80|10995116277761|78|687194769544|
2012-08-18T06:54:12.811+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153237|148.204.226.31|Chrome|ok|2|32|53||824633723021
2012-08-18T08:29:09.206+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153238|148.204.226.31|Chrome|good|4|32|53||824633723021
2012-12-21T05:11:34.458+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106712|61.16.136.118|Chrome|About Hamid Karzai, n late 2001. During the December 2001 International Conference on AfAbout Saxe-Gotha, s until in 1680 the duchy wa|134|8796093022244|0|1168231106711|
2012-12-21T05:21:50.063+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106713|49.206.89.61|Safari|right|5|32985348833329|0||1168231106712
2012-12-21T05:12:40.236+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106714|91.191.192.127|Firefox|thx|3|24189255811081|4||1168231106712
2012-12-22T01:34:11.666+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106715|61.16.136.118|Chrome|About Hamid Karzai, 2001 International Conference on AfghanistaAbout The Unauthorized|85|8796093022244|0||1168231106712
2012-12-22T19:37:38.900+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106716|49.206.89.61|Safari|LOL|3|32985348833329|0||1168231106715
